METH: cg06611115
METH: cg18745416
METH: cg04211581
METH: cg18007957
METH: cg09646983
METH: cg08907436
METH: cg07189962
METH: cg10441070
METH: cg17706972
METH: cg01321962
METH: cg20893956
METH: cg24764793
METH: cg07746998
METH: cg21157690
METH: cg17264271
METH: cg15543523
METH: cg26089753
METH: cg08884395
METH: cg21608605
METH: cg20627916
METH: cg07671949
METH: cg23164938
METH: cg23165623
METH: cg21614759
METH: cg19411146
METH: cg21950534
METH: cg11813455
METH: cg24900983
METH: cg05171584
METH: cg23467008
METH: cg22839866
METH: cg23009221
METH: cg13612689
METH: cg27316393
METH: cg00655307
METH: cg15980539
METH: cg11251858
METH: cg00920970
METH: cg20253551
METH: cg25028542
METH: cg14579118
METH: cg04391064
METH: cg19725553
METH: cg16751451
METH: cg22396409
METH: cg07311521
METH: cg03860890
METH: cg05064645
METH: cg14094960
METH: cg01747547
METH: cg07998951
METH: cg09126741
METH: cg21298408
METH: cg04149472
METH: cg04241863
METH: cg15797286
METH: cg15138846
METH: cg07470176
METH: cg09102997
METH: cg22904102
METH: cg18509990
METH: cg13398291
METH: cg15839448
METH: cg22418909
METH: cg24319902
METH: cg01495122
METH: cg21517947
METH: cg17816908
METH: cg10406295
METH: cg04255616
METH: cg14904908
METH: cg03133371
METH: cg00000321
METH: cg06166767
METH: cg14824386
METH: cg07935886
METH: cg01074584
METH: cg03575666
METH: cg09410389
METH: cg00930833
METH: cg23359714
METH: cg07122178
METH: cg17299732
METH: cg10340053
METH: cg15465092
METH: cg19972619
METH: cg25080152
METH: cg24666276
METH: cg27207274
METH: cg00611675
METH: cg14279528
METH: cg14431547
METH: cg24371383
METH: cg14951488
METH: cg14085673
METH: cg07314148
METH: cg14772925
METH: cg26705960
METH: cg25915838
METH: cg13906669
METH: cg16581884
METH: cg22299741
METH: cg14933485
METH: cg23641145
METH: cg22733687
METH: cg16688583
METH: cg00173799
METH: cg15483228
METH: cg06353098
METH: cg25149125
METH: cg04254916
METH: cg16167877
METH: cg16353632
METH: cg23645091
METH: cg17565113
METH: cg00368577
METH: cg22566740
METH: cg24549639
METH: cg15434599
METH: cg01098785
METH: cg01202278
METH: cg11260422
METH: cg01824511
METH: cg03026462
METH: cg10323697
METH: cg23032032
METH: cg16527491
METH: cg03015370
METH: cg23664186
METH: cg09238957
METH: cg00748373
METH: cg06575065
METH: cg27417609
METH: cg19034028
METH: cg05650674
METH: cg04904099
METH: cg11843735
METH: cg02202600
METH: cg17733331
METH: cg15227682
METH: cg05616858
METH: cg03386751
METH: cg14187895
METH: cg09875273
METH: cg10713339
METH: cg12413918
METH: cg22778981
METH: cg23731030
METH: cg23333072
METH: cg02433278
METH: cg11993754
METH: cg01692252
METH: cg07967228
METH: cg17355719
METH: cg03684977
METH: cg14263391
METH: cg08284496
METH: cg24967701
METH: cg23836594
METH: cg11183072
METH: cg13761998
METH: cg17740645
METH: cg08500763
METH: cg19291926
METH: cg23188547
METH: cg01807412
METH: cg20725670
METH: cg21874706
METH: cg11117266
METH: cg16520312
METH: cg25986496
METH: cg23302638
METH: cg23384185
METH: cg00134212
METH: cg00277996
METH: cg02807146
METH: cg16932672
METH: cg18418962
METH: cg19453250
METH: cg21777986
METH: cg05724997
METH: cg12090740
METH: cg23707289
METH: cg16740744
METH: cg26605086
METH: cg27475126
METH: cg16836589
METH: cg25152942
METH: cg19023552
METH: cg23843505
METH: cg16487280
METH: cg08290421
METH: cg14577472
METH: cg14430582
METH: cg01661001
METH: cg00242976
METH: cg02405476
METH: cg03969725
METH: cg22418565
METH: cg23850277
METH: cg14420645
METH: cg21246624
METH: cg13361393
METH: cg02836840
METH: cg19934709
